GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,GEOID,TotalPopulaton,White,Black,AIAN,Asian,NHPI,Other,TwoOrMore,NotHispanicOrLatino,HispanicOrLatino,TotalPopulation25Over,NoSchooling,EarlyChildhoodEducation,HighSchool,SomeCollege,Associates,Bachelors,TotalHouseholds,LimitedEnglishSpeaking,NotLimitedEnglishSpeaking,MedianIncome,HouseholdsWithElectronics,HouseholdsWithComputer,HouseholdsWithMobileDevices,HouseholdsNoComputers
G1302130,2016-2020,GA,Georgia,13,Murray County,05000US13213,39789,38188,341,68,153,0,184,1710,33752,6037,26609,845,2054,13585,5358,1943,2824,14520,308,14212,51133,12620,9476,11870,1900
G1302150,2016-2020,GA,Georgia,13,Muscogee County,05000US13215,195418,82986,90798,608,4842,292,5570,20644,180291,15127,127636,1662,2869,44374,31913,11727,35091,73648,845,72803,47418,66014,52398,63062,7634
G1302170,2016-2020,GA,Georgia,13,Newton County,05000US13217,109835,52841,50373,307,1320,78,1904,6024,103504,6331,70345,1173,1431,29234,17736,6096,14675,37543,152,37391,59178,35067,30645,33791,2476
G1302190,2016-2020,GA,Georgia,13,Oconee County,05000US13219,39194,34380,1927,40,1594,34,141,2156,37059,2135,25711,95,273,5987,4455,1902,12999,13773,266,13507,95064,13179,12222,12510,594
G1302210,2016-2020,GA,Georgia,13,Oglethorpe County,05000US13221,15040,11948,2578,3,49,0,115,694,14304,736,10463,149,371,5187,1682,1025,2049,5477,0,5477,52816,4472,3648,4071,1005
G1302230,2016-2020,GA,Georgia,13,Paulding County,05000US13223,164440,120380,33067,362,1768,35,2019,13618,153471,10969,107492,702,2278,40141,28898,9788,25685,54993,188,54805,74154,52404,47428,50333,2589
G1302250,2016-2020,GA,Georgia,13,Peach County,05000US13225,27502,13469,12231,122,236,49,950,890,25374,2128,17944,438,631,7412,3561,1952,3950,10215,82,10133,50267,8727,6689,8288,1488
G1302270,2016-2020,GA,Georgia,13,Pickens County,05000US13227,32002,27983,525,265,92,0,7,6260,31000,1002,23403,205,619,9882,5212,2179,5306,12129,12,12117,68365,11092,9149,10326,1037
G1302290,2016-2020,GA,Georgia,13,Pierce County,05000US13229,19336,16569,1953,63,0,0,556,390,18376,960,13021,48,661,6995,2164,1414,1739,7178,22,7156,48969,6521,4398,6094,657
G1302310,2016-2020,GA,Georgia,13,Pike County,05000US13231,18565,16349,1644,0,71,0,181,640,18250,315,12691,123,356,5946,2809,988,2469,6163,5,6158,68138,5686,4364,5307,477
G1302330,2016-2020,GA,Georgia,13,Polk County,05000US13233,42251,33589,4794,144,241,16,1609,3716,36657,5594,27883,586,1557,14059,5962,2166,3553,15425,360,15065,46846,13688,9778,13068,1737
G1302350,2016-2020,GA,Georgia,13,Pulaski County,05000US13235,11185,6697,4327,45,77,0,19,40,10863,322,8443,598,221,3917,2084,517,1106,3803,58,3745,42213,3287,2407,3056,516
G1302370,2016-2020,GA,Georgia,13,Putnam County,05000US13237,21906,15101,5714,6,41,0,611,866,20535,1371,15969,139,587,7124,3244,1124,3751,9457,10,9447,52910,8535,6737,7853,922
G1302390,2016-2020,GA,Georgia,13,Quitman County,05000US13239,2290,992,1076,0,145,12,0,130,2261,29,1772,58,85,961,394,71,203,958,21,937,34394,696,362,668,262
G1302410,2016-2020,GA,Georgia,13,Rabun County,05000US13241,16859,15474,340,0,286,2,553,408,15528,1331,13009,96,493,5176,2641,910,3693,7022,119,6903,44871,6031,5158,5657,991
G1302430,2016-2020,GA,Georgia,13,Randolph County,05000US13243,6888,2213,4358,0,3,0,189,250,6651,237,4602,134,326,2252,999,326,565,2704,0,2704,29400,2252,1406,2119,452
G1302450,2016-2020,GA,Georgia,13,Richmond County,05000US13245,202178,72958,114637,368,3945,384,3214,13344,191891,10287,132953,1437,3421,56753,29697,11742,29903,72526,987,71539,43882,64741,49654,60449,7785
G1302470,2016-2020,GA,Georgia,13,Rockdale County,05000US13247,90155,32292,50392,84,1744,162,1690,7582,81002,9153,59934,652,1692,22060,13786,5436,16308,31465,872,30593,62505,29919,25575,28803,1546
G1302490,2016-2020,GA,Georgia,13,Schley County,05000US13249,5215,3505,1427,0,0,0,137,292,4885,330,3466,42,93,1556,1035,321,419,1861,0,1861,49105,1576,1300,1430,285
G1302510,2016-2020,GA,Georgia,13,Screven County,05000US13251,13977,7796,5702,47,109,0,93,460,13643,334,9942,97,398,5121,2070,804,1452,4939,2,4937,39852,4017,3191,3724,922
G1302530,2016-2020,GA,Georgia,13,Seminole County,05000US13253,8218,5066,2903,0,94,0,14,282,8117,101,5962,101,208,2862,1327,543,921,3364,14,3350,35286,2528,1769,2329,836
G1302550,2016-2020,GA,Georgia,13,Spalding County,05000US13255,66043,40710,22567,256,694,0,309,3014,62922,3121,45242,736,1050,24510,7882,2889,8175,25693,188,25505,48970,22000,17585,20720,3693
G1302570,2016-2020,GA,Georgia,13,Stephens County,05000US13257,25934,21511,2920,29,156,2,609,1414,24976,958,17620,478,604,9158,3079,1124,3177,9977,73,9904,46766,8471,7155,7752,1506
G1302590,2016-2020,GA,Georgia,13,Stewart County,05000US13259,6446,1514,3699,17,198,0,945,146,5429,1017,5097,73,504,2642,986,198,694,1845,0,1845,34028,1382,665,1317,463
G1302610,2016-2020,GA,Georgia,13,Sumter County,05000US13261,29714,12849,15752,6,397,0,327,766,27987,1727,18878,372,825,8484,3741,1687,3769,11419,381,11038,37174,9989,6843,9266,1430
G1302630,2016-2020,GA,Georgia,13,Talbot County,05000US13263,6245,2547,3538,4,36,0,48,144,6196,49,4703,52,76,2740,858,385,592,2891,11,2880,40020,2196,1546,2013,695
G1302650,2016-2020,GA,Georgia,13,Taliaferro County,05000US13265,1596,601,934,0,0,8,53,0,1526,70,1255,27,100,782,229,45,72,662,9,653,37717,459,317,422,203
G1302670,2016-2020,GA,Georgia,13,Tattnall County,05000US13267,25392,14722,7382,112,35,5,2623,1026,22380,3012,17993,275,1134,9798,2943,1317,2526,8345,207,8138,44053,7272,5677,6911,1073
G1302690,2016-2020,GA,Georgia,13,Taylor County,05000US13269,8126,4704,3090,0,275,0,4,106,8067,59,6044,176,319,3103,1176,512,758,3623,20,3603,28550,2826,2063,2657,797
G1302710,2016-2020,GA,Georgia,13,Telfair County,05000US13271,15871,8331,6236,13,30,0,895,732,14056,1815,11876,193,1362,7700,1101,692,828,4481,0,4481,32764,2657,1985,2069,1824
G1302730,2016-2020,GA,Georgia,13,Terrell County,05000US13273,8654,3140,5002,16,267,0,184,90,8402,252,5954,38,408,2956,1512,432,608,3355,43,3312,35335,2673,1921,2480,682
G1302750,2016-2020,GA,Georgia,13,Thomas County,05000US13275,44545,26658,16419,67,120,25,455,1602,42876,1669,30472,257,1007,12426,6376,3056,7350,17750,288,17462,47133,15830,12360,14968,1920
G1302770,2016-2020,GA,Georgia,13,Tift County,05000US13277,40590,25281,11914,92,511,1,1244,3094,35700,4890,25943,342,1052,11789,4770,3511,4479,14868,321,14547,44827,11580,9202,10668,3288
G1302790,2016-2020,GA,Georgia,13,Toombs County,05000US13279,26947,17717,6972,7,198,0,1297,1512,23822,3125,17528,672,668,7871,4030,1377,2910,9792,216,9576,41244,8334,5855,7759,1458
G1302810,2016-2020,GA,Georgia,13,Towns County,05000US13281,11815,11202,203,41,61,0,73,470,11476,339,8669,91,92,2933,1909,820,2824,5006,0,5006,51257,4286,3601,4026,720
G1302830,2016-2020,GA,Georgia,13,Treutlen County,05000US13283,6787,4791,1967,0,0,0,0,58,6661,126,4528,70,166,2691,564,299,738,2395,10,2385,32072,1983,1249,1825,412
G1302850,2016-2020,GA,Georgia,13,Troup County,05000US13285,70095,40665,25631,150,1530,0,787,2664,67517,2578,46156,743,1519,20734,9892,4002,9266,24982,369,24613,46796,21622,16750,20099,3360
G1302870,2016-2020,GA,Georgia,13,Turner County,05000US13287,7920,4517,3146,0,58,0,50,298,7535,385,5585,36,447,2606,1072,820,604,3208,154,3054,34514,2541,1749,2290,667
G1302890,2016-2020,GA,Georgia,13,Twiggs County,05000US13289,8195,4627,3439,28,13,0,0,176,8067,128,6256,144,127,3626,1250,465,644,3080,42,3038,43477,2359,1905,2127,721
G1302910,2016-2020,GA,Georgia,13,Union County,05000US13291,23999,23034,181,83,82,0,40,1158,23166,833,18798,86,526,8224,4119,1585,4258,10231,113,10118,49703,8863,7507,8282,1368
G1302930,2016-2020,GA,Georgia,13,Upson County,05000US13293,26329,17905,7285,164,105,201,275,788,25711,618,18366,477,590,8944,4104,1751,2500,10399,36,10363,39221,8878,6818,8185,1521
G1302950,2016-2020,GA,Georgia,13,Walker County,05000US13295,69398,63782,2669,100,560,9,244,4068,67752,1646,48769,1040,1511,22333,10555,3984,9346,26306,99,26207,46601,23247,18187,21663,3059
G1302970,2016-2020,GA,Georgia,13,Walton County,05000US13297,93284,71689,16920,68,1527,16,1454,3220,88941,4343,62517,528,1269,28034,13815,4802,14069,32094,185,31909,65491,29411,24830,28068,2683
G1302990,2016-2020,GA,Georgia,13,Ware County,05000US13299,35745,22921,11038,90,442,43,468,1486,34268,1477,24405,289,917,13222,4389,1885,3703,13657,170,13487,37041,12472,7560,12021,1185
G1303010,2016-2020,GA,Georgia,13,Warren County,05000US13301,5259,1985,3202,0,51,0,0,42,5259,0,3899,86,315,2182,677,228,411,2261,0,2261,38250,1727,1050,1594,534
G1303030,2016-2020,GA,Georgia,13,Washington County,05000US13303,20316,8827,10782,51,142,0,200,628,19790,526,14287,101,578,8233,2340,880,2155,7719,55,7664,36402,6333,4488,5967,1386
G1303050,2016-2020,GA,Georgia,13,Wayne County,05000US13305,29959,22306,6173,34,146,0,416,1768,28037,1922,20162,452,573,10633,3867,2097,2540,10479,126,10353,45773,9232,6462,8742,1247
G1303070,2016-2020,GA,Georgia,13,Webster County,05000US13307,2587,1413,850,8,0,0,281,70,2265,322,1851,51,145,779,494,179,203,1115,34,1081,31629,885,595,839,230
G1303090,2016-2020,GA,Georgia,13,Wheeler County,05000US13309,7897,4800,3073,0,0,0,5,38,7500,397,4279,0,202,2622,665,144,646,1774,35,1739,28864,897,734,615,877
G1303110,2016-2020,GA,Georgia,13,White County,05000US13311,29962,28211,735,184,181,1,191,918,28983,979,21695,362,389,9434,5360,1762,4388,11727,49,11678,55788,10711,8257,10093,1016
G1303130,2016-2020,GA,Georgia,13,Whitfield County,05000US13313,104122,89571,3605,1022,1468,18,4353,8170,67170,36952,67343,1923,7721,30293,12739,3617,11050,36412,2001,34411,50055,32067,24085,30129,4345
G1303150,2016-2020,GA,Georgia,13,Wilcox County,05000US13315,8701,5509,3095,9,0,1,26,122,8287,414,6341,107,149,3533,1270,520,762,2542,33,2509,39216,1844,1333,1580,698
G1303170,2016-2020,GA,Georgia,13,Wilkes County,05000US13317,9797,5227,4104,8,0,0,298,320,9288,509,7028,239,193,4078,1282,438,798,4115,7,4108,36486,2666,2029,2217,1449
G1303190,2016-2020,GA,Georgia,13,Wilkinson County,05000US13319,8945,5290,3492,8,0,3,39,226,8683,262,6214,52,204,3720,1151,392,695,3301,20,3281,36896,2563,1948,2163,738
G1303210,2016-2020,GA,Georgia,13,Worth County,05000US13321,20346,13916,5724,65,178,7,97,718,19892,454,14219,184,558,7542,2720,1745,1470,7982,70,7912,50913,6954,4935,6476,1028
G1500010,2016-2020,HI,Hawaii,15,Hawaii County,05000US15001,201350,65831,1301,809,45650,24173,4152,118868,174771,26579,143758,638,2729,50338,31354,16267,42432,71747,2765,68982,65401,64850,54956,59341,6897
G1500030,2016-2020,HI,Hawaii,15,Honolulu County,05000US15003,979682,197903,24048,1908,417316,97942,12075,456980,881260,98422,681697,9048,15712,202209,137030,74216,243482,316928,21514,295414,87722,295608,260181,282928,21320
G1500050,2016-2020,HI,Hawaii,15,Kalawao County,05000US15005,436,58,3,77,15,271,0,24,434,2,433,0,4,134,9,115,171,306,0,306,76465,300,66,300,6
G1500070,2016-2020,HI,Hawaii,15,Kauai County,05000US15007,71949,22849,349,334,23301,6566,636,35828,63768,8181,51517,350,1823,17665,10493,6485,14701,23331,757,22574,82818,21346,17857,20248,1985
G1500090,2016-2020,HI,Hawaii,15,Maui County,05000US15009,166657,56282,1016,380,48237,18746,2928,78136,147275,19382,119018,832,3373,42051,27922,11137,33703,55620,2233,53387,84363,51674,44556,49627,3946
G1600010,2016-2020,ID,Idaho,16,Ada County,05000US16001,469473,419619,5976,2694,12075,924,7531,41308,429947,39526,318116,2189,2351,76697,78476,30972,127431,179708,2369,177339,69952,170160,157721,160946,9548
G1600030,2016-2020,ID,Idaho,16,Adams County,05000US16003,4200,4005,14,49,0,17,5,220,4042,158,3303,32,50,1351,1009,241,620,1726,0,1726,50309,1561,1350,1392,165
G1600050,2016-2020,ID,Idaho,16,Bannock County,05000US16005,86742,76349,575,2254,1738,116,2004,7412,79035,7707,55226,388,767,18074,15420,5670,14907,31669,345,31324,51977,29493,25636,27960,2176
G1600070,2016-2020,ID,Idaho,16,Bear Lake County,05000US16007,6054,5710,18,52,29,0,94,302,5793,261,3997,11,14,1669,1142,430,731,2455,9,2446,52829,2239,1807,2123,216
G1600090,2016-2020,ID,Idaho,16,Benewah County,05000US16009,9231,7963,36,823,21,65,16,614,8866,365,6499,20,94,3060,1519,642,1164,3564,16,3548,47983,3137,2437,2749,427
G1600110,2016-2020,ID,Idaho,16,Bingham County,05000US16011,46246,37658,102,2941,187,40,3378,3880,37845,8401,27880,264,1075,10835,7045,2949,5712,15612,340,15272,58260,14463,12069,13430,1149
G1600130,2016-2020,ID,Idaho,16,Blaine County,05000US16013,22729,20518,141,212,117,52,665,2048,17519,5210,16229,176,572,4812,3242,1047,6380,8318,413,7905,64627,7919,6808,7485,399
G1600150,2016-2020,ID,Idaho,16,Boise County,05000US16015,7625,7148,24,40,91,9,48,530,7252,373,6007,21,74,2070,1337,799,1706,3351,6,3345,51760,3106,2848,2696,245
G1600170,2016-2020,ID,Idaho,16,Bonner County,05000US16017,44688,41968,121,467,298,33,292,3018,43205,1483,33298,473,362,11769,8630,3193,8871,17998,28,17970,51594,16211,14009,14674,1787
G1600190,2016-2020,ID,Idaho,16,Bonneville County,05000US16019,116970,103903,542,771,1080,139,6633,7804,101427,15543,71072,676,1045,21612,18664,7119,21956,40946,639,40307,61435,38656,33279,36657,2290
G1600210,2016-2020,ID,Idaho,16,Boundary County,05000US16021,12156,11369,36,155,157,81,98,520,11532,624,8367,17,183,4110,2034,519,1504,4596,0,4596,45319,4167,3451,3776,429
G1600230,2016-2020,ID,Idaho,16,Butte County,05000US16023,2603,2590,3,0,0,0,0,20,2501,102,1962,4,23,771,610,217,337,966,0,966,37404,886,735,778,80
G1600250,2016-2020,ID,Idaho,16,Camas County,05000US16025,1069,1039,0,0,0,0,0,60,1041,28,792,14,103,282,140,78,175,391,14,377,36908,371,310,334,20
G1600270,2016-2020,ID,Idaho,16,Canyon County,05000US16027,223890,180530,789,2205,1849,789,25653,24150,167139,56751,138891,2169,5574,54449,37534,11168,27997,75494,2440,73054,56916,70689,61204,66314,4805
G1600290,2016-2020,ID,Idaho,16,Caribou County,05000US16029,7028,6592,0,18,4,0,258,312,6582,446,4503,28,150,1774,1303,459,789,2562,81,2481,58099,2380,2044,2249,182
G1600310,2016-2020,ID,Idaho,16,Cassia County,05000US16031,23847,21274,50,240,171,20,1019,2146,17328,6519,14312,286,600,5375,3818,1453,2780,7832,441,7391,52256,7249,5982,6988,583
G1600330,2016-2020,ID,Idaho,16,Clark County,05000US16033,885,749,8,41,0,0,87,0,538,347,564,47,46,285,63,29,94,332,126,206,36429,272,161,252,60
G1600350,2016-2020,ID,Idaho,16,Clearwater County,05000US16035,8735,8111,39,198,54,23,58,504,8366,369,6814,15,93,2795,2110,625,1176,3547,8,3539,42413,3059,2607,2648,488
G1600370,2016-2020,ID,Idaho,16,Custer County,05000US16037,4193,3629,6,23,3,0,63,938,3894,299,3093,7,54,1009,758,347,918,1889,12,1877,44757,1698,1504,1513,191
G1600390,2016-2020,ID,Idaho,16,Elmore County,05000US16039,27043,22458,735,595,772,184,704,3190,22347,4696,16970,160,283,6036,4780,2191,3520,10885,286,10599,45656,10026,8620,9336,859
G1600410,2016-2020,ID,Idaho,16,Franklin County,05000US16041,13736,12913,16,111,15,2,316,726,12809,927,8152,0,97,4095,1929,635,1396,4432,85,4347,59934,4140,3745,3909,292
G1600430,2016-2020,ID,Idaho,16,Fremont County,05000US16043,13111,12340,31,27,21,73,230,778,11511,1600,8585,127,213,3176,2404,980,1685,4464,146,4318,56825,4046,3479,3857,418
G1600450,2016-2020,ID,Idaho,16,Gem County,05000US16045,17771,15705,15,161,99,0,977,1628,16245,1526,12408,23,394,5625,3146,881,2339,6822,246,6576,53720,6190,5067,5564,632
G1600470,2016-2020,ID,Idaho,16,Gooding County,05000US16047,15280,13649,5,120,140,29,365,1944,10790,4490,9868,99,669,4786,1987,663,1664,5615,285,5330,50057,4968,3899,4412,647
G1600490,2016-2020,ID,Idaho,16,Idaho County,05000US16049,16511,15377,34,605,88,4,99,608,15943,568,12240,7,152,5096,3061,1395,2529,6462,56,6406,44951,5568,4861,4717,894
G1600510,2016-2020,ID,Idaho,16,Jefferson County,05000US16051,29238,26351,4,352,144,5,1543,1678,26161,3077,16850,291,351,5014,4197,2757,4240,8825,158,8667,65577,8424,7520,8220,401
G1600530,2016-2020,ID,Idaho,16,Jerome County,05000US16053,24074,21314,41,144,184,142,991,2516,15243,8831,14663,231,1416,6029,3246,1573,2168,8004,823,7181,55521,7278,5492,6775,726
G1600550,2016-2020,ID,Idaho,16,Kootenai County,05000US16055,161676,148952,605,2065,1342,161,1669,13764,153900,7776,112546,545,804,35641,34001,11587,29968,64475,468,64007,60903,60378,52240,56778,4097
G1600570,2016-2020,ID,Idaho,16,Latah County,05000US16057,40052,36468,485,498,865,28,200,3016,38275,1777,23003,90,118,5266,5519,1797,10213,15737,80,15657,51312,14992,13867,13941,745
G1600590,2016-2020,ID,Idaho,16,Lemhi County,05000US16059,7929,7434,2,36,8,2,93,708,7665,264,6059,21,55,2074,1931,559,1419,3717,26,3691,38819,3266,2635,2885,451
G1600610,2016-2020,ID,Idaho,16,Lewis County,05000US16061,3850,3217,21,278,49,1,112,344,3665,185,2755,12,75,975,823,344,526,1649,9,1640,42370,1332,1118,1128,317
G1600630,2016-2020,ID,Idaho,16,Lincoln County,05000US16063,5342,4731,0,33,30,0,156,784,3689,1653,3424,84,248,1460,805,446,381,1804,128,1676,52363,1564,1183,1439,240
G1600650,2016-2020,ID,Idaho,16,Madison County,05000US16065,39725,36497,100,67,579,101,998,2766,36659,3066,16760,106,137,2960,4529,2554,6474,11858,154,11704,44419,11628,10755,11321,230
G1600670,2016-2020,ID,Idaho,16,Minidoka County,05000US16067,20817,18546,29,175,79,35,812,2282,13486,7331,13031,225,1396,5327,3005,1277,1801,7456,553,6903,53011,6708,5199,6306,748
G1600690,2016-2020,ID,Idaho,16,Nez Perce County,05000US16069,40468,36285,23,2394,354,25,204,2366,38747,1721,28279,131,390,10245,7505,3189,6819,16548,70,16478,57099,15005,12875,13776,1543
G1600710,2016-2020,ID,Idaho,16,Oneida County,05000US16071,4429,4299,4,17,0,0,33,152,4234,195,2839,25,11,1156,810,207,630,1715,61,1654,54484,1603,1341,1474,112
G1600730,2016-2020,ID,Idaho,16,Owyhee County,05000US16073,11724,9098,63,321,16,0,1557,1338,8674,3050,7663,185,980,3223,1767,549,959,4429,360,4069,48601,3880,3040,3532,549
G1600750,2016-2020,ID,Idaho,16,Payette County,05000US16075,23705,20144,14,143,214,10,1722,2916,19560,4145,15638,71,703,7180,3774,1349,2561,9086,128,8958,52788,8224,6940,7837,862
G1600770,2016-2020,ID,Idaho,16,Power County,05000US16077,7635,6096,2,491,0,0,848,396,5039,2596,4721,268,328,2018,1140,226,741,2693,199,2494,51014,2501,2030,2414,192
G1600790,2016-2020,ID,Idaho,16,Shoshone County,05000US16079,12700,11820,110,341,2,17,33,754,12231,469,9224,34,236,4413,2576,989,976,5436,88,5348,40483,4772,3887,4250,664
G1600810,2016-2020,ID,Idaho,16,Teton County,05000US16081,11776,10593,0,114,0,0,626,886,9840,1936,7928,34,204,1649,2103,655,3283,4290,136,4154,73274,4107,3653,3954,183
G1600830,2016-2020,ID,Idaho,16,Twin Falls County,05000US16083,86198,76357,703,658,1586,21,2937,7872,71854,14344,54964,810,2250,18562,14088,6440,12814,31758,803,30955,53363,29460,24519,27534,2298
G1600850,2016-2020,ID,Idaho,16,Valley County,05000US16085,11085,10874,9,44,11,0,47,200,10565,520,8675,78,48,2742,2474,702,2631,3920,38,3882,63115,3794,3535,3565,126
G1600870,2016-2020,ID,Idaho,16,Washington County,05000US16087,10128,8737,5,56,29,26,878,794,8416,1712,7174,78,376,2623,1961,774,1362,4263,215,4048,42126,3746,2922,3387,517
G1700010,2016-2020,IL,Illinois,17,Adams County,05000US17001,65670,60722,2698,120,483,9,213,2850,64591,1079,45862,219,675,18463,10804,4140,11561,27199,17,27182,55052,23517,19378,21957,3682
G1700030,2016-2020,IL,Illinois,17,Alexander County,05000US17003,6011,3803,2107,6,2,28,0,130,5949,62,4288,69,124,2078,1078,445,494,2252,0,2252,34709,1623,788,1510,629
G1700050,2016-2020,IL,Illinois,17,Bond County,05000US17005,16520,14933,1124,241,52,0,51,238,15927,593,11841,76,175,4866,2905,1245,2574,6359,11,6348,53568,5486,4477,5065,873
G1700070,2016-2020,IL,Illinois,17,Boone County,05000US17007,53293,45598,1466,93,530,0,3695,3822,41468,11825,35103,660,1341,14004,7694,2915,8489,18799,344,18455,70396,17419,15506,16407,1380
G1700090,2016-2020,IL,Illinois,17,Brown County,05000US17009,6599,5145,1199,42,0,0,117,192,6158,441,4828,50,146,2544,1112,356,620,2090,36,2054,60694,1714,1316,1611,376
G1700110,2016-2020,IL,Illinois,17,Bureau County,05000US17011,32878,30544,262,79,259,3,930,1602,29811,3067,23397,242,382,9989,5718,2225,4841,13801,118,13683,55549,12257,10124,11322,1544
